,Date,Volume,Open,High,Low,Close,Median
301,2022-06-03 21:00:00,751685,12894.75,12942.75,12501.35,12554.25,12722.05
302,2022-06-06 21:00:00,688059,12548.55,12808.85,12526.1500000000.1.32605.25,12667.5
303,2022-06-07 21:00:00,616111,12603.55,12738.45,12411.85,12680.45,12575.150000000001
304,2022-06-08 21:00:00,661352,12679.849999999999,12782.45,12578.75,12619.45,12680.6
305,2022-06-09 21:00:00,675043,12620.75,12724.75,12254.75,12296.05,12489.75
306,2022-06-10 21:00:00,432335,12301.55,12337.95,11822.35,11858.9,12080.1.3000000001
307,2022-06-13 21:00:00,783234,11672.1,11693.05,11254.8,11329.95,11473.925
308,2022-06-14 21:00:00,728144,11336.5,11504.05,11203.65,11327.85,11353.849999999999
309,2022-06-15 21:00:00,661992,11331.5,11757.95,11326.25,11591.55,11542.1
310,2022-06-16 21:00:00,470520,11614.2,11736.95,11036.349999999999,11171.45,11386.65
311,2022-06-17 21:00:00,868677,11177.7,11368.05,11093.05,11282.15,11230.55
312,2022-06-20 21:00:00,225804,11303.849999999999,11408.45,11245.849999999999,11395.25,11327.15
313,2022-06-21 21:00:00,527934,11396.45,11648.35,11369.05,11552.55,11508.7
314,2022-06-22 21:00:00,711984,11547.95,11714.55,11289.45,11513.15,11502.0
315,2022-06-23 21:00:00,766741,11511.849999999999,11736.05,11430.25,11656.75,11583.15
316,2022-06-24 21:00:00,541638,11657.55,12117.1500000000.1.31653.95,12081.75,11885.550000000001
317,2022-06-27 21:00:00,637120.1.306.349999999999,12230.6500000000.1.31963.45,12043.55,12097.050000000001
318,2022-06-28 21:00:00,670130.1.345.75,12142.35,11631.849999999999,11650.75,11887.099999999999
319,2022-06-29 21:00:00,547974,11652.2,11718.65,11536.45,11662.45,11627.55
320,2022-06-30 21:00:00,755531,11663.25,11668.349999999999,11323.35,11482.85,11495.849999999999
321,2022-07-01 21:00:00,752219,11480.1.30000000.1.31602.0,11355.25,11584.65,11478.625
322,2022-07-04 21:00:00,169709,11582.45,11592.35,11475.25,11529.3,11533.8
323,2022-07-05 21:00:00,740498,11527.6,11787.45,11361.05,11783.25,11574.25
324,2022-07-06 21:00:00,797785,11794.85,11945.55,11699.75,11874.55,11822.65
325,2022-07-07 21:00:00,504070,11872.6500000000.1.32139.95,11808.6500000000.1.32090.65,11974.300000000001
326,2022-07-08 21:00:00,642768,12086.349999999999,12181.9000000000.1.31923.95,12130.55,12052.925000000001
327,2022-07-11 21:00:00,500793,12113.6500000000.1.32114.45,11824.65,11872.85,11969.55
328,2022-07-12 21:00:00,588522,11871.45,11995.15,11686.35,11753.95,11840.75
329,2022-07-13 21:00:00,870862,11754.95,11944.0,11454.55,11707.25,11699.275
330,2022-07-14 21:00:00,70.1.3,11700.65,11807.15,11483.95,11779.55,11645.55
331,2022-07-15 21:00:00,515813,11786.05,11995.55,11715.45,11987.85,11855.5
332,2022-07-18 21:00:00,582022,12019.5,12161.65,11833.85,11892.05,11997.75
333,2022-07-19 21:00:00,521074,11886.25,12304.75,11866.25,12296.75,12085.5
334,2022-07-20 21:00:00,652681,12306.6500000000.1.32492.45,12211.1500000000.1.32402.95,12351.800000000001
335,2022-07-21 21:00:00,739938,12410.75,12630.45,12349.05,12547.85,12489.75
336,2022-07-22 21:00:00,622982,12534.05,12672.85,12318.65,12400.05,12495.75
337,2022-07-25 21:00:00,611503,12423.75,12475.95,12244.35,12303.65,12360.1.3000000001
338,2022-07-26 21:00:00,535551,12289.45,12311.849999999999,12050.95,12176.05,12181.4
339,2022-07-27 21:00:00,585643,12171.5,12668.85,12170.7,12560.25,12419.775000000001
340,2022-07-28 21:00:00,642602,12558.4,12927.05,12428.45,12902.05,12677.75
341,2022-07-29 21:00:00,580725,12898.75,12989.15,12722.75,12948.85,12855.95
342,2022-08-01 21:00:00,605709,12960.6,13087.45,12830.75,12959.35,12959.1
343,2022-08-02 21:00:00,689162,12953.95,13076.65,12795.9,12900.75,12936.275
344,2022-08-03 21:00:00,561433,12902.1500000000.1.33290.75,12848.25,13229.45,13069.5
345,2022-08-04 21:00:00,600157,13224.5,13334.349999999999,13163.85,13306.55,13249.099999999999
346,2022-08-05 21:00:00,625299,13304.849999999999,13361.55,13062.8,13189.849999999999,13212.175
347,2022-08-08 21:00:00,665215,13208.0,13399.15,13100.85,13192.65,13250.0
348,2022-08-09 21:00:00,606583,13187.55,13214.849999999999,12944.9000000000.1.33037.25,13079.875
349,2022-08-10 21:00:00,622827,13032.95,13389.65,12964.55,13362.55,13177.099999999999
350,2022-08-11 21:00:00,665698,13361.3,13554.85,13265.95,13326.75,13410.400000000001
351,2022-08-12 21:00:00,516634,13325.349999999999,13564.05,13293.1500000000.1.33561.15,13428.6
352,2022-08-15 21:00:00,464372,13554.1500000000.1.33688.45,13478.45,13661.35,13583.45
353,2022-08-16 21:00:00,527954,13658.349999999999,13723.85,13506.45,13646.45,13615.150000000001
354,2022-08-17 21:00:00,643859,13638.45,13652.05,13386.55,13490.95,13519.3
355,2022-08-18 21:00:00,541252,13484.45,13555.75,13391.55,13519.95,13473.65
356,2022-08-19 21:00:00,513786,13519.95,13520.05,13210.55,13234.95,13365.3
357,2022-08-22 21:00:00,5550.1.33209.0.1.310.0,12859.15,12916.65,13034.575
358,2022-08-23 21:00:00,647902,12918.6500000000.1.33005.05,12808.25,12873.65,12906.65
359,2022-08-24 21:00:00,537599,12877.35,12998.85,12811.8,12942.15,12905.325
360,2022-08-25 21:00:00,558754,12928.7,13148.75,12910.849999999999,13131.05,13029.8
361,2022-08-26 21:00:00,737193,13140.6500000000.1.33207.25,12565.45,12575.75,12886.35
362,2022-08-29 21:00:00,759248,12474.849999999999,12601.05,12391.1500000000.1.32494.95,12496.1
363,2022-08-30 21:00:00,859487,12495.25,12649.95,12238.45,12350.95,12444.2
364,2022-08-31 21:00:00,707835,12358.8,12504.65,12268.05,12297.45,12386.349999999999
365,2022-09-01 21:00:00,878462,12274.95,12290.9,12010.15,12283.15,12150.525
366,2022-09-02 21:00:00,927177,12287.25,12452.15,120.1.35,12123.05,12241.7
367,2022-09-05 21:00:00,231969,12087.55,12160.25,12047.599999999999,12130.15,12103.925
368,2022-09-06 21:00:00,929804,12130.7,12238.1500000000.1.31924.15,12013.85,120.1.350000000001
369,2022-09-07 21:00:00,757961,12013.95,12300.65,11917.1,12258.25,12108.875
370,2022-09-08 21:00:00,872701,12263.05,12374.55,12112.15,12341.75,12243.349999999999
371,2022-09-09 21:00:00,508795,12337.6,12609.05,12325.05,12582.55,12467.05
372,2022-09-12 21:00:00,584126,12624.65,12771.45,12571.1500000000.1.32769.65,12671.300000000001
373,2022-09-13 21:00:00,770015,12769.75,12882.15,12002.05,12046.15,12442.099999999999
374,2022-09-14 21:00:00,722509,12049.1,12169.75,12000.55,12167.75,12085.15
375,2022-09-15 21:00:00,641937,12154.45,12186.45,11865.15,11898.95,12025.8
376,2022-09-16 21:00:00,617955,11880.5,11881.15,11702.35,11858.45,11791.75
377,2022-09-19 21:00:00,571651,11846.3,11993.25,11719.1500000000.1.31972.6500000000.1.31856.2
378,2022-09-20 21:00:00,594039,11972.349999999999,12019.1500000000.1.31755.15,11875.35,11887.150000000001
379,2022-09-21 21:00:00,744129,11873.25,12061.75,11574.349999999999,11593.75,11818.05
380,2022-09-22 21:00:00,898935,11593.05,11726.05,11440.25,11496.05,11583.15
381,2022-09-23 21:00:00,8000.1.31515.75,11532.349999999999,11161.45,11317.45,11346.9
382,2022-09-26 21:00:00,924046,11298.6500000000.1.31473.55,11192.45,11251.25,11333.0
383,2022-09-27 21:00:00,905194,11252.849999999999,11505.05,11170.75,11291.25,11337.9
384,2022-09-28 21:00:00,925074,11301.05,11551.45,11080.6500000000.1.31478.25,11316.050000000001
385,2022-09-29 21:00:00,960240,11482.15,11503.2,11028.85,11170.15,11266.025000000001
386,2022-09-30 21:00:00,984727,11165.35,11297.75,10965.5,10990.55,11131.625
387,2022-10-03 21:00:00,776300,10974.95,11302.85,10835.75,11253.75,11069.3
388,2022-10-04 21:00:00,751987,11253.7,11615.65,11223.35,11585.75,11419.5
389,2022-10-05 21:00:00,736180,11572.05,11650.05,11307.25,11567.55,11478.65
390,2022-10-06 21:00:00,840780,11567.65,11669.6500000000.1.31445.65,11445.65,11557.650000000001
391,2022-10-07 21:00:00,791395,11433.8,11506.1500000000.1.30985.35,11037.55,11245.75
392,2022-10-10 21:00:00,797852,11013.95,11083.2,10824.65,10941.25,10953.925
393,2022-10-11 21:00:00,940475,10935.849999999999,10988.85,10716.75,10830.45,10852.8
394,2022-10-12 21:00:00,830050,10825.35,10927.6500000000.1.30756.85,10804.45,10842.25
395,2022-10-13 21:00:00,540942,10810.95,11094.8,10438.45,11017.35,10766.625
396,2022-10-14 21:00:00,568383,11015.25,11203.55,10677.15,10700.35,10940.349999999999
397,2022-10-17 21:00:00,692056,10675.95,11101.349999999999,10669.55,11089.95,10885.449999999999
398,2022-10-18 21:00:00,756089,11116.15,11385.55,11035.75,11277.95,11210.65
399,2022-10-19 21:00:00,775490.1.375.45,11336.75,11004.5,11104.95,11170.625
400,2022-10-20 21:00:00,449602,110.1.3,11283.35,10963.75,11015.15,11123.55
401,2022-10-21 21:00:00,342643,11015.25,11342.25,10894.1500000000.1.31332.65,11118.2
402,2022-10-24 21:00:00,716201,11351.3,11488.55,11166.35,11417.55,11327.45
403,2022-10-25 21:00:00,683883,11412.9,11690.45,11388.55,11543.45,11539.5
404,2022-10-26 21:00:00,801293,11467.849999999999,11660.55,11372.75,11430.95,11516.65
405,2022-10-27 21:00:00,882284,11379.2,11497.6500000000.1.30885.2,11055.85,11191.425000000001
406,2022-10-28 21:00:00,680934,11092.55,11582.5,11022.849999999999,11579.25,11302.675
407,2022-10-31 21:00:00,632942,11553.7,11554.6,11329.35,11415.15,11441.975
408,2022-11-01 21:00:00,693330,11420.5,11582.35,11252.05,11284.35,11417.2
409,2022-11-02 21:00:00,763247,11287.25,11424.2,10874.05,10906.85,11149.125
410,2022-11-03 21:00:00,753450,10903.6500000000.1.30964.1500000000.1.30676.75,10696.95,10820.45
411,2022-11-04 21:00:00,885589,10678.6500000000.1.30940.75,10602.4000000000.1.30846.349999999999,10771.575
412,2022-11-07 22:00:00,700937,10767.05,11007.15,10754.1500000000.1.30983.15,10880.650000000001
413,2022-11-08 22:00:00,681584,10985.4,11200.55,10898.25,11058.25,11049.4
414,2022-11-09 22:00:00,6300.1.31063.55,11132.05,10790.65,10811.25,10961.349999999999
415,2022-11-10 22:00:00,447604,10811.15,11647.849999999999,10799.85,11646.65,11223.849999999999
416,2022-11-11 22:00:00,606513,11622.1500000000.1.31845.45,11538.55,11808.55,11692.0
417,2022-11-14 22:00:00,649766,11761.1500000000.1.31869.05,11672.85,11739.35,11770.95
418,2022-11-15 22:00:00,909721,11746.95,12090.75,11733.849999999999,11865.85,11912.3
419,2022-11-16 22:00:00,689600,11839.8,11930.3,11674.75,11740.45,11802.525
420,2022-11-17 22:00:00,666497,11747.25,11797.55,11498.45,11716.45,11648.0
421,2022-11-18 22:00:00,613631,11726.1,11814.25,11578.05,11677.05,11696.15
422,2022-11-21 22:00:00,554292,11698.349999999999,11730.45,11533.35,11564.15,11631.900000000001
423,2022-11-22 22:00:00,40357,11564.15,11601.849999999999,11559.75,11581.6500000000.1.31580.8
