Date,Volume,Open,High,Low,Close,Median
2023-11-16 22:00:00,4168,4515.12,4515.175,4510.75,4514.02,4512.9625
2023-11-17 02:00:00,3233,4514.02,4517.77,4511.75,4513.51,4514.76
2023-11-17 06:00:00,7943,4513.51,4522.76,4511.0,4517.52,4516.88
2023-11-17 10:00:00,10574,4517.52,4526.52,4516.75,4518.75,4521.635
2023-11-17 14:00:00,29972,4518.75,4520.77,4499.76,4511.52,4510.265
2023-11-17 18:00:00,12226,4511.52,4521.335,4509.25,4512.01,4515.2925
2023-11-19 22:00:00,6004,4512.01,4517.19,4508.92,4512.43,4513.055
2023-11-20 02:00:00,4316,4512.43,4514.19,4508.42,4508.42,4511.305
2023-11-20 06:00:00,10155,4508.42,4521.44,4508.42,4521.17,4514.93
2023-11-20 10:00:00,8103,4521.17,4522.44,4511.67,4517.92,4517.055
2023-11-20 14:00:00,19248,4517.92,4538.69,4512.895,4534.17,4525.7925
2023-11-20 18:00:00,13000,4534.17,4559.42,4534.17,4549.42,4546.795
2023-11-20 22:00:00,3854,4549.42,4555.26,4549.42,4553.01,4552.34
2023-11-21 02:00:00,3822,4553.01,4555.76,4551.25,4552.01,4553.505
2023-11-21 06:00:00,7498,4552.01,4552.87,4543.99,4544.49,4548.43
2023-11-21 10:00:00,7955,4544.49,4549.26,4536.99,4537.76,4543.125
2023-11-21 14:00:00,20010,4537.76,4543.01,4526.76,4542.51,4534.885
2023-11-21 18:00:00,20762,4542.51,4543.75,4525.74,4536.51,4534.745
2023-11-21 22:00:00,3576,4536.51,4540.61,4532.34,4539.35,4536.475
2023-11-22 02:00:00,3288,4539.35,4543.11,4537.35,4537.84,4540.23
2023-11-22 06:00:00,7351,4537.84,4543.36,4534.85,4541.11,4539.105
2023-11-22 10:00:00,11737,4541.11,4555.86,4540.59,4554.61,4548.225
2023-11-22 14:00:00,35515,4554.61,4569.6,4544.34,4556.36,4556.97
2023-11-22 18:00:00,14401,4556.36,4561.61,4544.59,4554.84,4553.1
2023-11-22 22:00:00,2657,4554.84,4558.23,4551.73,4557.97,4554.98
2023-11-23 02:00:00,2202,4557.97,4558.98,4554.71,4558.97,4556.845
2023-11-23 06:00:00,6883,4558.97,4562.23,4557.21,4561.1,4559.72
2023-11-23 10:00:00,4667,4561.1,4562.23,4557.46,4559.71,4559.845
2023-11-23 14:00:00,4277,4559.71,4562.48,4557.46,4559.09,4559.97
2023-11-23 18:00:00,17,4559.09,4559.49,4559.01,4559.21,4559.25
2023-11-23 22:00:00,3125,4559.21,4562.65,4559.21,4562.15,4560.93
2023-11-24 02:00:00,2670,4562.15,4562.15,4559.38,4560.65,4560.765
2023-11-24 06:00:00,5020,4560.65,4563.15,4556.63,4563.15,4559.89
2023-11-24 10:00:00,2327,4563.15,4563.15,4556.625,4560.38,4559.8875
2023-11-24 14:00:00,16218,4560.38,4561.14,4553.38,4558.64,4557.26
2023-11-24 18:00:00,614,4558.64,4560.4,4558.13,4558.64,4559.265
2023-11-26 22:00:00,3637,4558.64,4561.07,4549.8,4551.57,4555.435
2023-11-27 02:00:00,2560,4551.57,4551.82,4544.56,4544.56,4548.19
2023-11-27 06:00:00,5498,4544.56,4555.07,4544.55,4547.57,4549.81
2023-11-27 10:00:00,5916,4547.57,4557.57,4547.55,4553.56,4552.56
2023-11-27 14:00:00,20177,4553.56,4561.58,4548.05,4559.3,4554.815
2023-11-27 18:00:00,11666,4559.3,4562.32,4548.55,4554.05,4555.435
2023-11-27 22:00:00,3059,4554.05,4556.95,4552.68,4555.44,4554.815
2023-11-28 02:00:00,2907,4555.44,4557.7,4553.18,4555.18,4555.44
2023-11-28 06:00:00,7482,4555.18,4557.2,4543.68,4552.19,4550.44
2023-11-28 10:00:00,7488,4552.19,4553.45,4540.18,4546.7,4546.815
2023-11-28 14:00:00,24777,4546.7,4570.2,4542.43,4556.43,4556.315
2023-11-28 18:00:00,17481,4556.43,4558.465,4544.93,4556.95,4551.6975
2023-11-28 22:00:00,2926,4556.95,4563.28,4555.29,4561.54,4559.285
2023-11-29 02:00:00,2997,4561.54,4564.04,4559.3,4562.54,4561.67
2023-11-29 06:00:00,7259,4562.54,4572.55,4560.28,4571.28,4566.415
2023-11-29 10:00:00,8863,4571.28,4583.05,4569.53,4577.79,4576.29
2023-11-29 14:00:00,28201,4577.79,4589.8,4555.79,4569.28,4572.795
2023-11-29 18:00:00,13718,4569.28,4570.8,4548.53,4555.8,4559.665
2023-11-29 22:00:00,3271,4555.8,4556.64,4552.13,4553.64,4554.385
2023-11-30 02:00:00,3166,4553.64,4559.89,4553.13,4559.64,4556.51
2023-11-30 06:00:00,6537,4559.64,4560.4,4550.63,4558.64,4555.515
2023-11-30 10:00:00,10453,4558.64,4570.4,4557.13,4562.38,4563.765
2023-11-30 14:00:00,37754,4562.38,4562.4,4538.38,4544.88,4550.39
2023-11-30 18:00:00,17498,4544.88,4571.52,4537.13,4564.01,4554.325
2023-11-30 22:00:00,2300,4564.01,4566.72,4563.7,4565.22,4565.21
2023-12-01 02:00:00,2851,4565.22,4569.22,4564.29,4566.71,4566.755
2023-12-01 06:00:00,6584,4566.71,4576.97,4564.95,4573.97,4570.96
2023-12-01 10:00:00,6909,4573.97,4573.97,4557.45,4558.72,4565.71
2023-12-01 14:00:00,50045,4558.72,4600.22,4555.2,4597.95,4577.71
2023-12-01 18:00:00,16526,4597.95,4598.72,4585.7,4595.96,4592.21
2023-12-03 22:00:00,5163,4595.96,4599.06,4588.2,4589.7,4593.63
2023-12-04 02:00:00,2771,4589.7,4591.055,4586.96,4587.46,4589.0075
2023-12-04 06:00:00,6883,4587.46,4589.2,4579.94,4584.46,4584.57
2023-12-04 10:00:00,6941,4584.46,4585.7,4568.2,4568.7,4576.95
2023-12-04 14:00:00,26943,4568.7,4573.19,4548.19,4571.45,4560.69
2023-12-04 18:00:00,14256,4571.45,4574.21,4559.69,4567.21,4566.95
2023-12-04 22:00:00,2694,4567.21,4568.21,4560.95,4563.46,4564.58
2023-12-05 02:00:00,2595,4563.46,4564.46,4560.71,4562.21,4562.585
2023-12-05 06:00:00,6904,4562.21,4564.21,4551.44,4561.45,4557.825
2023-12-05 10:00:00,8654,4561.45,4561.46,4550.69,4554.69,4556.075
2023-12-05 14:00:00,44479,4554.69,4580.46,4550.69,4566.96,4565.575
2023-12-05 18:00:00,17605,4566.96,4573.45,4563.2,4568.46,4568.325
2023-12-05 22:00:00,3675,4568.46,4584.19,4567.19,4583.19,4575.69
2023-12-06 02:00:00,2655,4583.19,4586.2,4581.68,4584.43,4583.94
2023-12-06 06:00:00,5281,4584.43,4584.95,4576.69,4580.19,4580.82
2023-12-06 10:00:00,6633,4580.19,4591.93,4575.93,4590.19,4583.93
2023-12-06 14:00:00,29071,4590.19,4594.2,4562.43,4563.07,4578.315
2023-12-06 18:00:00,14871,4563.07,4570.43,4547.7,4552.18,4559.065
2023-12-06 22:00:00,4262,4552.18,4552.54,4547.77,4548.29,4550.155
2023-12-07 02:00:00,3472,4548.29,4550.29,4546.78,4547.64,4548.535
2023-12-07 06:00:00,6166,4547.64,4553.04,4544.52,4551.02,4548.78
2023-12-07 10:00:00,7502,4551.02,4565.79,4548.27,4565.04,4557.03
2023-12-07 14:00:00,30723,4565.04,4587.04,4563.79,4584.04,4575.415
2023-12-07 18:00:00,11369,4584.04,4591.54,4579.27,4581.28,4585.405
2023-12-07 22:00:00,2814,4581.28,4584.67,4580.15,4581.4,4582.41
2023-12-08 02:00:00,2500,4581.4,4586.42,4581.15,4584.41,4583.785
2023-12-08 06:00:00,3773,4584.41,4587.92,4576.9,4586.91,4582.41
2023-12-08 10:00:00,14193,4586.91,4589.67,4560.15,4577.4,4574.91
2023-12-08 14:00:00,41277,4577.4,4606.675,4572.4,4592.67,4589.5375
2023-12-08 18:00:00,12742,4592.67,4609.92,4591.15,4604.17,4600.535
2023-12-10 22:00:00,5203,4604.17,4612.38,4603.61,4605.62,4607.995
2023-12-11 02:00:00,2866,4605.62,4606.38,4601.86,4604.62,4604.12
2023-12-11 06:00:00,6878,4604.62,4607.63,4600.11,4602.88,4603.87
2023-12-11 10:00:00,7887,4602.88,4606.13,4597.61,4602.37,4601.87
2023-12-11 14:00:00,27173,4602.37,4615.38,4598.11,4612.98,4606.745
2023-12-11 18:00:00,9430,4612.98,4625.38,4610.11,4622.88,4617.745
2023-12-11 22:00:00,2802,4622.88,4628.78,4621.76,4625.52,4625.27
2023-12-12 02:00:00,2245,4625.52,4628.28,4625.26,4626.76,4626.77
2023-12-12 06:00:00,4494,4626.76,4631.78,4624.28,4631.26,4628.03
2023-12-12 10:00:00,19757,4631.26,4644.15,4619.63,4621.02,4631.89
2023-12-12 14:00:00,25056,4621.02,4634.785,4609.26,4629.52,4622.0225
2023-12-12 18:00:00,11160,4629.52,4648.53,4628.39,4647.88,4638.46
2023-12-12 22:00:00,2348,4647.88,4652.27,4647.835,4651.5,4650.0525
2023-12-13 02:00:00,1785,4651.5,4652.52,4649.5,4651.14,4651.01
2023-12-13 06:00:00,3834,4651.14,4653.02,4649.5,4650.76,4651.26
2023-12-13 10:00:00,6975,4650.76,4656.77,4648.37,4656.01,4652.57
2023-12-13 14:00:00,12682,4656.01,4656.76,4645.51,4648.26,4651.135
2023-12-13 18:00:00,64708,4648.26,4711.275,4644.5,4705.77,4677.8875
2023-12-13 22:00:00,4029,4705.77,4726.01,4705.77,4724.76,4715.89
2023-12-14 02:00:00,3477,4724.76,4728.0,4721.24,4725.26,4724.62
2023-12-14 06:00:00,13301,4725.26,4726.51,4712.99,4716.26,4719.75
2023-12-14 10:00:00,21147,4716.26,4734.0,4714.51,4734.0,4724.255
2023-12-14 14:00:00,67589,4734.0,4738.005,4715.49,4720.62,4726.7475
2023-12-14 18:00:00,32974,4720.62,4722.75,4693.24,4714.74,4707.995
2023-12-14 22:00:00,4325,4714.74,4728.64,4714.74,4726.88,4721.69
2023-12-15 02:00:00,3693,4726.88,4733.64,4726.12,4732.89,4729.88
2023-12-15 06:00:00,6849,4732.89,4741.39,4731.12,4740.88,4736.255
2023-12-15 10:00:00,10999,4740.88,4742.64,4719.12,4726.63,4730.88
2023-12-15 14:00:00,29283,4726.63,4733.37,4715.38,4720.63,4724.375
2023-12-15 18:00:00,20643,4720.63,4733.14,4711.37,4724.39,4722.255
2023-12-17 22:00:00,3866,4724.39,4735.01,4724.39,4732.5,4729.7
2023-12-18 02:00:00,2799,4732.5,4738.76,4731.99,4737.99,4735.375
2023-12-18 06:00:00,7881,4737.99,4739.26,4727.74,4735.74,4733.5
2023-12-18 10:00:00,8163,4735.74,4741.01,4730.49,4739.26,4735.75
2023-12-18 14:00:00,17922,4739.26,4755.76,4735.49,4753.25,4745.625
2023-12-18 18:00:00,8567,4753.25,4759.01,4744.99,4747.13,4752.0
2023-12-18 22:00:00,2301,4747.13,4748.15,4744.39,4747.38,4746.27
2023-12-19 02:00:00,3375,4747.38,4751.65,4747.38,4750.89,4749.515
